Pincode,Enrolment_Count,Update_Count,Lag_Ratio,ULI,Risk_Category,Latitude,Longitude,District
110042,1387,79147,-56.06344628695025,0.0,SAFE,28.7581,77.1309,North West Delhi
110043,1462,77135,-51.75991792065663,0.0,SAFE,28.605588235294118,76.99456470588235,New Delhi
110044,1792,91595,-50.11328125,0.0,SAFE,28.502699999999997,77.3084,South Delhi
110045,2984,56526,-17.94302949061662,0.0,SAFE,28.62076666666667,77.0815,West Delhi
110046,362,27895,-76.05801104972376,0.0,SAFE,28.6007,77.1087,South West Delhi
110047,300,14662,-47.873333333333335,0.0,SAFE,28.5724,77.0274,South West Delhi
110048,205,4260,-19.78048780487805,0.0,SAFE,28.561366666666668,77.23836666666666,South Delhi
110049,192,4685,-23.401041666666668,0.0,SAFE,28.5014,77.2274,South Delhi
110051,806,30958,-37.40942928039702,0.0,SAFE,28.6292,77.298,East Delhi
110052,533,35864,-66.28705440900563,0.0,SAFE,28.7688,77.0869,North West Delhi
110053,3809,84268,-21.123391966395378,0.0,SAFE,28.6402,77.29236666666667,North East Delhi
110054,347,7968,-21.962536023054756,0.0,SAFE,28.6921,77.2245,North Delhi
110055,908,13832,-14.233480176211454,0.0,SAFE,28.6417,77.2132,Central Delhi
110056,33,1060,-31.12121212121212,0.0,SAFE,28.7688,77.0869,North West Delhi
110057,212,5953,-27.080188679245282,0.0,SAFE,28.5724,77.0274,South West Delhi
110058,190,6311,-32.21578947368421,0.0,SAFE,28.6553,77.0657,West Delhi
110059,10462,172707,-15.50802905754158,0.0,SAFE,28.6553,77.0657,West Delhi
110060,53,1502,-27.339622641509433,0.0,SAFE,28.6431,77.2197,Central Delhi
110061,551,5323,-8.660617059891107,0.0,SAFE,28.5346,77.0536,South West Delhi
110062,2622,101155,-37.57932875667429,0.0,SAFE,28.50800909090909,77.22939090909091,South Delhi
110063,389,25898,-65.5758354755784,0.0,SAFE,28.6553,77.0657,West Delhi
110064,161,8324,-50.701863354037265,0.0,SAFE,28.62214,77.05038,West Delhi
110065,720,9537,-12.245833333333334,0.0,SAFE,28.561920000000004,77.25528,South Delhi
110066,53,1763,-32.264150943396224,0.0,SAFE,28.5724,77.0274,South West Delhi
110067,135,3345,-23.77777777777778,0.0,SAFE,28.5553,77.1743,South West Delhi
110068,223,7311,-31.7847533632287,0.0,SAFE,28.5724,77.0274,South West Delhi
110070,608,10484,-16.24342105263158,0.0,SAFE,28.543899999999997,77.1523,South West Delhi
110071,273,9149,-32.51282051282051,0.0,SAFE,28.567700000000002,77.07586,West Delhi
110072,80,3084,-37.55,0.0,SAFE,28.6526,76.9521,South West Delhi
110073,105,4477,-41.63809523809524,0.0,SAFE,28.565354545454547,76.91440909090909,West Delhi
110074,959,24984,-25.05213764337852,0.0,SAFE,28.5724,77.0274,South West Delhi
110075,294,14476,-48.23809523809524,0.0,SAFE,28.5458,77.0784,South West Delhi
110076,540,23954,-43.35925925925926,0.0,SAFE,28.525000000000002,77.3062,South Delhi
110077,615,19628,-30.915447154471543,0.0,SAFE,28.567700000000002,77.07586,West Delhi
110078,527,16100,-29.550284629981025,0.0,SAFE,28.631700000000002,77.0425,West Delhi
110080,327,9617,-28.40978593272171,0.0,SAFE,28.5014,77.2274,South Delhi
110081,587,21639,-35.863713798977855,0.0,SAFE,28.72990909090909,76.99287272727273,North West Delhi
110082,257,8740,-33.007782101167315,0.0,SAFE,28.7848,77.1046,North West Delhi
110083,472,28702,-59.809322033898304,0.0,SAFE,28.7441,77.0732,North West Delhi
110084,1355,73025,-52.8929889298893,0.0,SAFE,28.72104,77.2105,North Delhi
110085,2707,74021,-26.344292574806058,0.0,SAFE,28.71798888888889,77.12687777777778,North West Delhi
110086,2899,121795,-41.01276302173163,0.0,SAFE,28.74037777777778,77.08856666666667,North West Delhi
110087,214,12400,-56.94392523364486,0.0,SAFE,28.6553,77.0657,West Delhi
110088,384,19862,-50.723958333333336,0.0,SAFE,28.7219,77.159,North West Delhi
110089,219,10862,-48.598173515981735,0.0,SAFE,28.7441,77.0732,North West Delhi
110090,12,165,-12.75,0.0,SAFE,28.65267142857143,77.28782857142856,North East Delhi
110091,2246,67368,-28.9946571682992,0.0,SAFE,28.6063,77.30448571428572,East Delhi
110092,4763,93731,-18.678983833718245,0.0,SAFE,28.6266,77.2794,East Delhi
110093,1450,73012,-49.35310344827586,0.0,SAFE,28.6435,77.29013333333333,North East Delhi
110094,8342,182238,-20.845840326060898,0.0,SAFE,28.663866666666667,77.22776666666665,North West Delhi
110095,1290,31637,-23.524806201550387,0.0,SAFE,28.6114,77.2982,East Delhi
110096,867,51438,-58.32871972318339,0.0,SAFE,28.6114,77.2982,East Delhi
121001,3129,48677,-14.556727388942154,0.0,SAFE,28.3327,77.3548,Faridabad
121002,1435,28971,-19.18885017421603,0.0,SAFE,28.417183333333337,77.393,Faridabad
121003,1644,28274,-16.19829683698297,0.0,SAFE,28.4651,77.3329,Faridabad
121004,8228,107381,-12.05068060281964,0.0,SAFE,28.31958695652174,77.34871739130435,Faridabad
121005,757,32042,-41.32760898282695,0.0,SAFE,28.3327,77.3548,Faridabad
121006,212,7769,-35.64622641509434,0.0,SAFE,28.3327,77.3548,Faridabad
121007,95,2801,-28.48421052631579,0.0,SAFE,28.3327,77.3548,Faridabad
121008,60,2345,-38.083333333333336,0.0,SAFE,28.3327,77.3548,Faridabad
121009,126,3915,-30.071428571428573,0.0,SAFE,28.3327,77.3548,Faridabad
121010,89,2682,-29.134831460674157,0.0,SAFE,28.3327,77.3548,Faridabad
121012,10,345,-33.5,0.0,SAFE,28.3327,77.3548,Faridabad
121013,140,4038,-27.84285714285714,0.0,SAFE,28.3327,77.3548,Faridabad
121101,302,12192,-39.370860927152314,0.0,SAFE,28.343644444444447,77.38511111111112,Faridabad
121102,1747,54896,-30.423010875787064,0.0,SAFE,28.3221875,77.35564166666667,Faridabad
121103,1360,30330,-21.301470588235293,0.0,SAFE,28.3327,77.3548,Faridabad
121105,521,14202,-26.25911708253359,0.0,SAFE,28.3327,77.3548,Faridabad
121106,596,15813,-25.53187919463087,0.0,SAFE,28.3327,77.3548,Faridabad
121107,403,10409,-24.8287841191067,0.0,SAFE,28.3327,77.3548,Faridabad
122001,4643,61917,-12.33555890587982,0.0,SAFE,28.418000000000003,76.9839,Gurgaon
122002,701,11921,-16.00570613409415,0.0,SAFE,28.418,76.9839,Gurgaon
122003,211,5736,-26.18483412322275,0.0,SAFE,28.418,76.9839,Gurgaon
122004,490,10674,-20.783673469387754,0.0,SAFE,28.407683333333335,76.98363333333333,Gurgaon
122005,12,91,-6.583333333333333,0.0,SAFE,28.418,76.9839,Gurgaon
122006,147,4356,-28.632653061224488,0.0,SAFE,28.4592,76.985,Gurgaon
122008,7,82,-10.714285714285714,0.0,SAFE,28.418,76.9839,Gurgaon
122009,58,2076,-34.793103448275865,0.0,SAFE,28.418,76.9839,Gurgaon
122010,8,143,-16.875,0.0,SAFE,28.4001,76.9661,Gurgaon
122011,86,2511,-28.197674418604652,0.0,SAFE,28.4001,76.9661,Gurgaon
122015,46,1245,-26.065217391304348,0.0,SAFE,28.4001,76.9661,Gurgaon
122016,30,860,-27.666666666666668,0.0,SAFE,28.4001,76.9661,Gurgaon
122017,253,9847,-37.92094861660079,0.0,SAFE,28.4001,76.9661,Gurgaon
122018,176,5644,-31.068181818181817,0.0,SAFE,28.4001,76.9661,Gurgaon
122051,65,1294,-18.907692307692308,0.0,SAFE,28.355266666666665,76.9215,Gurgaon
122052,11,327,-28.727272727272727,0.0,SAFE,28.3553,76.9215,Gurgaon
122098,5,83,-15.6,0.0,SAFE,28.4001,76.9661,Gurgaon
122101,277,12110,-42.71841155234657,0.0,SAFE,28.381039999999995,76.93968,Gurgaon
122102,309,5693,-17.423948220064727,0.0,SAFE,28.3681,76.9408,Gurgaon
122103,1334,21881,-15.402548725637182,0.0,SAFE,28.358041666666665,76.95118333333333,Gurgaon
122104,772,15073,-18.52461139896373,0.0,SAFE,28.3681,76.9408,Gurgaon
122105,556,16358,-28.42086330935252,0.0,SAFE,28.358454545454546,76.93270909090909,Gurgaon
122107,1096,21741,-18.83667883211679,0.0,SAFE,28.3681,76.9408,Gurgaon
122108,1343,19137,-13.249441548771408,0.0,SAFE,28.3681,76.9408,Gurgaon
122413,146,4504,-29.84931506849315,0.0,SAFE,28.35672857142857,76.93092857142857,Gurgaon
122414,96,2799,-28.15625,0.0,SAFE,28.330016666666666,76.84313333333334,Gurgaon
122502,106,3287,-30.00943396226415,0.0,SAFE,28.34935833333333,76.87308333333333,Gurgaon
122503,200,6820,-33.1,0.0,SAFE,28.341285714285714,76.80581428571429,Gurgaon
122504,143,3097,-20.657342657342657,0.0,SAFE,28.3598125,76.7487125,Gurgaon
122505,281,14145,-49.338078291814945,0.0,SAFE,28.465500000000002,76.93718333333334,Gurgaon
122506,197,5400,-26.411167512690355,0.0,SAFE,28.461599999999997,76.8708,Gurgaon
122508,4822,55938,-10.600580671920365,0.0,SAFE,28.3681,76.9408,Gurgaon
123001,870,23552,-26.07126436781609,0.0,SAFE,28.07990714285714,76.06120714285714,Mahendragarh
123021,317,11207,-34.353312302839115,0.0,SAFE,28.17442777777778,76.22720555555556,Mahendragarh
123023,414,9282,-21.420289855072465,0.0,SAFE,28.1729,76.1432,Mahendragarh
123024,159,4668,-28.358490566037737,0.0,SAFE,28.375272727272726,75.96082727272727,Mahendragarh
123027,322,8967,-26.847826086956523,0.0,SAFE,28.211035294117647,76.20581176470587,Mahendragarh
123028,125,2496,-18.968,0.0,SAFE,28.1904,76.1312,Mahendragarh
123029,390,12902,-32.08205128205128,0.0,SAFE,28.203268421052627,76.146,Mahendragarh
123034,158,4297,-26.196202531645568,0.0,SAFE,28.220075,76.443275,Mahendragarh
123035,123,2713,-21.056910569105693,0.0,SAFE,28.359,76.63768,Rewari
123101,88,4033,-44.82954545454545,0.0,SAFE,28.176885714285714,76.50788571428572,Rewari
123102,96,3291,-33.28125,0.0,SAFE,28.1673125,76.4131125,Rewari
123103,75,1992,-25.56,0.0,SAFE,28.220116666666666,76.40305,Rewari
123106,204,9688,-46.490196078431374,0.0,SAFE,28.20607,76.77267,Rewari
123110,23,866,-36.65217391304348,0.0,SAFE,28.1937,76.5265,Rewari
123301,75,1863,-23.84,0.0,SAFE,28.370833333333334,76.53556666666667,Rewari
123302,133,3886,-28.218045112781954,0.0,SAFE,28.349792857142855,76.50261428571427,Rewari
123303,129,4181,-31.410852713178294,0.0,SAFE,28.194472727272725,76.16637272727272,Mahendragarh
123401,884,42373,-46.93325791855204,0.0,SAFE,28.252023333333334,76.60522666666667,Rewari
123411,226,7160,-30.68141592920354,0.0,SAFE,28.28005,76.39193571428572,Mahendragarh
123412,66,1468,-21.242424242424242,0.0,SAFE,28.109575,76.398525,Mahendragarh
123501,296,8386,-27.33108108108108,0.0,SAFE,28.151538461538458,76.44839230769232,Mahendragarh
124001,1720,47454,-26.58953488372093,0.0,SAFE,28.891699999999997,76.6118,Rohtak
124021,130,3728,-27.676923076923078,0.0,SAFE,28.86311111111111,76.65151111111112,Rohtak
124022,58,1855,-30.982758620689655,0.0,SAFE,28.897133333333333,76.42583333333333,Rohtak
124102,92,2172,-22.608695652173914,0.0,SAFE,28.67588333333333,76.60391666666666,Jhajjar
124103,408,13341,-31.698529411764707,0.0,SAFE,28.615714285714283,76.66368095238096,Jhajjar
124104,104,2170,-19.865384615384617,0.0,SAFE,28.61972,76.73698999999999,Jhajjar
124105,130,3696,-27.43076923076923,0.0,SAFE,28.5542,76.80319090909092,Jhajjar
124106,146,5167,-34.39041095890411,0.0,SAFE,28.560618181818185,76.44706363636364,Jhajjar
124107,114,2663,-22.359649122807017,0.0,SAFE,28.751979999999996,76.635,Jhajjar
124108,172,3740,-20.74418604651163,0.0,SAFE,28.54925,76.6464875,Jhajjar
124109,143,3699,-24.867132867132867,0.0,SAFE,28.563263636363637,76.58512727272728,Jhajjar
124111,116,3922,-32.810344827586206,0.0,SAFE,28.95704,76.40152,Rohtak
124112,295,10531,-34.69830508474576,0.0,SAFE,28.9295,76.50922222222223,Rohtak
124113,127,5285,-40.61417322834646,0.0,SAFE,28.914499999999997,76.5292,Rohtak
124142,52,1927,-36.05769230769231,0.0,SAFE,28.472820000000002,76.34202,Jhajjar
124146,84,3454,-40.11904761904762,0.0,SAFE,28.482025,76.4931125,Jhajjar
124201,86,3322,-37.627906976744185,0.0,SAFE,28.625857142857143,76.63332857142858,Jhajjar
124202,93,2700,-28.032258064516128,0.0,SAFE,28.685325,76.4613,Jhajjar
124303,106,3664,-33.56603773584906,0.0,SAFE,29.003788888888884,76.62568888888887,Rohtak
124401,153,4236,-26.686274509803923,0.0,SAFE,28.932380000000002,76.69913,Rohtak
124404,33,998,-29.242424242424242,0.0,SAFE,28.785733333333337,76.6621,Rohtak
124406,70,1452,-19.742857142857144,0.0,SAFE,28.90462,76.8039,Rohtak
124411,73,2367,-31.424657534246574,0.0,SAFE,28.8308,76.46668,Rohtak
124412,83,2787,-32.57831325301205,0.0,SAFE,28.799850000000003,76.52016666666667,Rohtak
124501,311,9012,-27.977491961414792,0.0,SAFE,28.855905882352943,76.65547058823529,Rohtak
124504,58,1163,-19.051724137931036,0.0,SAFE,28.7918,76.8258,Jhajjar
124505,76,2394,-30.5,0.0,SAFE,28.7553625,76.9040125,Jhajjar
124506,28,908,-31.428571428571427,0.0,SAFE,28.691,76.8561,Jhajjar
124507,748,34342,-44.911764705882355,0.0,SAFE,28.791800000000002,76.8258,Jhajjar
124513,48,1269,-25.4375,0.0,SAFE,28.9642,76.4989,Rohtak
124514,181,6106,-32.73480662983425,0.0,SAFE,28.996671428571428,76.48431428571429,Rohtak
125001,1803,51144,-27.366056572379367,0.0,SAFE,29.075499999999998,75.7562,Hisar
125004,118,4255,-35.059322033898304,0.0,SAFE,29.144470588235293,75.63659411764706,Hisar
125005,100,2774,-26.74,0.0,SAFE,29.073809999999998,75.80874,Hisar
125006,88,1948,-21.136363636363637,0.0,SAFE,29.0543,75.799825,Hisar
125033,716,31435,-42.9036312849162,0.0,SAFE,29.109068965517242,75.9753448275862,Hisar
125037,33,1333,-39.39393939393939,0.0,SAFE,28.977500000000003,75.8718,Hisar
125038,74,2672,-35.108108108108105,0.0,SAFE,29.19541666666667,76.02120000000001,Hisar
125039,316,14953,-46.31962025316456,0.0,SAFE,29.270872222222224,76.10497777777778,Hisar
125042,172,5890,-33.24418604651163,0.0,SAFE,29.073581818181818,76.15830909090909,Hisar
125044,168,4732,-27.166666666666668,0.0,SAFE,29.2096,75.81701666666667,Hisar
125047,238,6574,-26.6218487394958,0.0,SAFE,29.326723076923074,75.68494615384616,Hisar
125048,130,4212,-31.4,0.0,SAFE,29.4155,75.5503,Fatehabad
125049,134,4010,-28.925373134328357,0.0,SAFE,29.169349999999998,76.0338,Hisar
125050,608,29223,-47.0641447368421,0.0,SAFE,29.497415999999998,75.452832,Fatehabad
125051,516,28632,-54.48837209302326,0.0,SAFE,29.598142857142857,75.53583714285715,Fatehabad
125052,443,17129,-37.66591422121896,0.0,SAFE,29.28324782608696,75.5137347826087,Fatehabad
125053,232,8772,-36.810344827586206,0.0,SAFE,29.36712142857143,75.34203571428573,Fatehabad
125054,64,1853,-27.953125,0.0,SAFE,29.5202,75.28,Sirsa
125055,1062,53964,-49.813559322033896,0.0,SAFE,29.59425,74.90447999999999,Sirsa
125058,38,1923,-49.60526315789474,0.0,SAFE,29.4681,75.2602,Sirsa
125060,122,4951,-39.58196721311475,0.0,SAFE,29.61409090909091,74.94642727272728,Sirsa
125075,187,7206,-37.53475935828877,0.0,SAFE,29.63096428571428,74.89703571428572,Sirsa
125076,189,6835,-35.164021164021165,0.0,SAFE,29.5245,74.8369,Sirsa
125077,150,6999,-45.66,0.0,SAFE,29.783100000000005,74.87841111111112,Sirsa
125078,155,5666,-35.55483870967742,0.0,SAFE,29.657866666666667,74.918725,Sirsa
125101,72,2033,-27.23611111111111,0.0,SAFE,29.79413333333333,74.5536,Sirsa
125102,223,12930,-56.98206278026906,0.0,SAFE,29.42346,74.94579999999999,Sirsa
125103,187,7077,-36.844919786096256,0.0,SAFE,29.80909166666667,74.72608333333334,Sirsa
125104,375,18173,-47.461333333333336,0.0,SAFE,29.90378125,74.68868125,Sirsa
125106,147,5678,-37.625850340136054,0.0,SAFE,29.678523076923078,75.6916076923077,Fatehabad
125110,270,9934,-35.79259259259259,0.0,SAFE,29.36078,75.12048,Sirsa
125111,294,10715,-35.445578231292515,0.0,SAFE,29.539308333333334,75.63831666666667,Fatehabad
125112,154,4793,-30.123376623376622,0.0,SAFE,29.27525,75.8049,Hisar
125113,301,8098,-25.903654485049834,0.0,SAFE,29.516185714285715,75.84199285714286,Fatehabad
125120,457,15478,-32.86870897155361,0.0,SAFE,29.63725294117647,75.86348823529411,Fatehabad
125121,500,21377,-41.754,0.0,SAFE,29.355986956521743,75.8624695652174,Hisar
125133,101,4987,-48.37623762376238,0.0,SAFE,29.6888,75.538725,Fatehabad
125201,242,12692,-51.446280991735534,0.0,SAFE,29.72865882352941,74.96814705882353,Sirsa
126101,287,9552,-32.282229965156795,0.0,SAFE,29.259915384615383,76.39671538461539,Jind
126102,977,33067,-32.84544524053224,0.0,SAFE,29.3166,76.293,Jind
126110,79,2456,-30.088607594936708,0.0,SAFE,29.403766666666666,76.41223333333333,Jind
126111,146,3124,-20.397260273972602,0.0,SAFE,29.413566666666668,76.4247,Jind
126112,391,17441,-43.60613810741688,0.0,SAFE,29.337847826086954,76.59226086956522,Jind
126113,183,6021,-31.901639344262296,0.0,SAFE,29.33126923076923,76.43402307692307,Jind
126114,242,5981,-23.714876033057852,0.0,SAFE,29.249511111111115,76.36054444444443,Jind
126115,350,12330,-34.22857142857143,0.0,SAFE,29.4422125,76.18581875,Jind
126116,809,32215,-38.82076637824475,0.0,SAFE,29.647903225806452,76.09880967741935,Jind
126125,197,6920,-34.12690355329949,0.0,SAFE,29.48051666666667,76.31275833333333,Jind
126152,160,6174,-37.5875,0.0,SAFE,29.5026125,76.036325,Jind
127021,779,30498,-38.15019255455712,0.0,SAFE,28.6418,75.9763,Bhiwani
127022,79,2457,-30.10126582278481,0.0,SAFE,28.494800000000005,76.2706,Bhiwani
127025,58,2234,-37.51724137931034,0.0,SAFE,28.7792,76.3416,Bhiwani
127026,137,3263,-22.817518248175183,0.0,SAFE,28.590510000000002,76.12651,Bhiwani
127027,72,2639,-35.65277777777778,0.0,SAFE,28.8839,76.2535,Bhiwani
127028,162,4027,-23.858024691358025,0.0,SAFE,28.68161,75.62468,Bhiwani
127029,78,3541,-44.3974358974359,0.0,SAFE,28.68154444444444,75.96082222222223,Bhiwani
127030,136,4112,-29.235294117647058,0.0,SAFE,28.87677777777778,76.08035555555556,Bhiwani
127031,132,5794,-42.89393939393939,0.0,SAFE,28.878125,76.1372125,Bhiwani
127032,212,7284,-33.35849056603774,0.0,SAFE,28.9684,76.06391111111111,Bhiwani
127035,121,2820,-22.305785123966942,0.0,SAFE,28.962499999999995,75.9572,Bhiwani
127040,308,9606,-30.18831168831169,0.0,SAFE,28.8716,75.8278,Bhiwani
127041,113,3579,-30.672566371681416,0.0,SAFE,28.988583333333334,76.12038333333334,Bhiwani
127042,75,3122,-40.626666666666665,0.0,SAFE,28.7154,76.30702,Bhiwani
127043,129,3736,-27.96124031007752,0.0,SAFE,28.736300000000004,75.75498888888889,Bhiwani
127045,42,864,-19.571428571428573,0.0,SAFE,28.9638,75.6054,Bhiwani
127046,208,8101,-37.94711538461539,0.0,SAFE,28.867923076923077,75.6010153846154,Bhiwani
127111,94,4559,-47.5,0.0,SAFE,28.80757142857143,76.03412857142857,Bhiwani
127114,92,3412,-36.08695652173913,0.0,SAFE,28.818,76.2743,Bhiwani
127201,316,10627,-32.629746835443036,0.0,SAFE,28.564395,75.78489499999999,Bhiwani
127306,386,12746,-32.020725388601036,0.0,SAFE,28.60599375,76.30168125,Bhiwani
127307,76,2152,-27.31578947368421,0.0,SAFE,28.640185714285714,76.3867,Bhiwani
127308,139,7077,-49.9136690647482,0.0,SAFE,28.517110000000002,76.14858000000001,Bhiwani
127309,160,6379,-38.86875,0.0,SAFE,28.7977,76.167125,Bhiwani
127310,152,5218,-33.328947368421055,0.0,SAFE,28.503899999999998,76.09919,Bhiwani
127311,8,22,-1.75,0.0,SAFE,28.702,76.122,Bhiwani
127312,63,1250,-18.841269841269842,0.0,SAFE,28.49071,76.02749,Bhiwani
131001,1431,45624,-30.88259958071279,0.0,SAFE,28.987103846153847,76.99369615384616,Sonipat
131021,153,4787,-30.287581699346404,0.0,SAFE,29.07142,76.83188,Sonipat
131022,69,1504,-20.797101449275363,0.0,SAFE,28.997200000000003,76.9011,Sonipat
131023,193,5958,-29.870466321243523,0.0,SAFE,28.91968,77.15942,Sonipat
131024,102,2660,-25.07843137254902,0.0,SAFE,29.083316666666665,76.8791,Sonipat
131027,146,4064,-26.835616438356166,0.0,SAFE,29.056324999999998,76.93279999999999,Sonipat
131028,108,3965,-35.71296296296296,0.0,SAFE,28.8664,77.143575,Sonipat
131029,105,3808,-35.266666666666666,0.0,SAFE,29.05772,76.98089999999999,Sonipat
131039,116,2623,-21.612068965517242,0.0,SAFE,29.098016666666666,77.06838333333333,Sonipat
131101,495,14288,-27.864646464646466,0.0,SAFE,29.13638125,77.02969375,Sonipat
131102,110,2458,-21.345454545454544,0.0,SAFE,29.157783333333338,76.8968,Sonipat
131103,116,3153,-26.18103448275862,0.0,SAFE,28.879528571428573,77.0185,Sonipat
131301,604,22804,-36.75496688741722,0.0,SAFE,29.091414285714286,76.74575357142858,Sonipat
131302,150,5924,-38.49333333333333,0.0,SAFE,29.202411111111115,76.57664444444444,Sonipat
131304,77,2703,-34.103896103896105,0.0,SAFE,29.1042,76.67434,Sonipat
131305,66,1819,-26.560606060606062,0.0,SAFE,29.1398,76.81392000000001,Sonipat
131306,114,3595,-30.535087719298247,0.0,SAFE,29.1732,76.77797142857142,Sonipat
131402,221,6709,-29.357466063348415,0.0,SAFE,28.90757142857143,76.91074285714285,Sonipat
131403,44,1607,-35.52272727272727,0.0,SAFE,29.03618,76.89854,Sonipat
131408,135,3697,-26.385185185185186,0.0,SAFE,29.043833333333335,76.77701666666667,Sonipat
131409,64,1567,-23.484375,0.0,SAFE,29.024720000000002,76.76862000000001,Sonipat
132001,1214,52023,-41.852553542009886,0.0,SAFE,29.6875,76.8847,Karnal
132022,78,1896,-23.307692307692307,0.0,SAFE,29.716933333333333,77.09473333333334,Karnal
132023,77,2395,-30.103896103896105,0.0,SAFE,29.735499999999995,77.0093,Karnal
132024,119,6700,-55.30252100840336,0.0,SAFE,29.696584615384616,76.7900923076923,Karnal
132036,119,3778,-30.747899159663866,0.0,SAFE,29.62049,76.86269999999999,Karnal
132037,119,3322,-26.915966386554622,0.0,SAFE,29.62473125,77.0140875,Karnal
132039,341,10449,-29.64222873900293,0.0,SAFE,29.57077333333333,76.61152,Karnal
132040,149,3520,-22.624161073825505,0.0,SAFE,29.5187,76.8496,Karnal
132041,282,9516,-32.744680851063826,0.0,SAFE,29.842006666666666,77.02981333333334,Karnal
132046,112,3063,-26.348214285714285,0.0,SAFE,29.5181,76.72428333333333,Karnal
132054,157,5471,-33.847133757961785,0.0,SAFE,29.70927142857143,76.91782857142857,Karnal
132101,355,12526,-34.28450704225352,0.0,SAFE,29.256130000000002,77.00876,Panipat
132102,37,1604,-42.351351351351354,0.0,SAFE,29.1967,77.0158,Panipat
132103,4664,102763,-21.033233276157805,0.0,SAFE,29.3882,76.9586,Panipat
132104,169,5895,-33.88165680473373,0.0,SAFE,29.397266666666667,76.99456111111111,Panipat
132105,85,1844,-20.694117647058825,0.0,SAFE,29.3636,76.85978888888889,Panipat
132106,5,113,-21.6,0.0,SAFE,29.3326,76.9263,Panipat
132107,155,6367,-40.07741935483871,0.0,SAFE,29.283392307692306,76.80466923076924,Panipat
132108,96,2530,-25.354166666666668,0.0,SAFE,29.3139,76.9717,Panipat
